icao24,r,t
43e7ef,M-ATAK,GL5T
4b185f,HB-JFZ,CL60
4051a0,G-SFAR,C42
4ca19e,EI-COK,B734
a7d720,N604LL,CL60
405d7a,G-CFJC,S76
a1f86c,N226MP,GLF4
484126,P4-IKF,F2TH
401b9c,G-BCRR,AA5
e47fce,PT-MVD,A332
49516d,CS-TKM,A310
89504f,V8-BLE,B772
393800000,F-GOHF,E135
aa552e,N765M,GALX
a3cfe2,N345AA,GLF4
4b0ef6,HB-FRI,PC12
ab00ae,N808MF,GLF4
440099,OE-GHU,H25B
40630e,G-PUNT,R44
a0f970,N162DJ,EA50
484cc2,PH-EZR,E190
400644,G-BTPC,ATP
43e819,M-YRGL,E170
3985cb,F-HBOL,F900
4a3493,YR-MDS,MD82
a5221a,N43PR,B737
40639c,G-OOEX,SR22
33ffe6,MM62190,C30J
3e2b84,D-IHRG,BE9L
48c1f4,SP-RPW,BE20
4b0ef5,HB-FRH,PC12
45c06d,OY-PCM,BE9L
34214b,EC-ISH,PC12
4ca842,EI-ELA,A333
e48268,PT-MVO,A332
a384b2,N326AZ,GLF4
4b1984,HB-JRG,CL60
06a07d,A7-BBG,B77L
a02fe9,N111,F900
424151,VP-CRR,CL60
a17eaa,N196CC,GLF3
398600000000,F-HBXI,E170
ad074d,N939CC,CL60
4b10d6,HB-GJU,B350
a2e561,N286MJ,F900
a403ca,N358P,LJ60
a6ceb8,N538FX,CL30
4ab355,SE-LZU,AC90
a95592,N700LK,GL5T
896163,A6-DPW,E135
45ac44,OY-KBD,A343
4011c3,G-SIRD,R44
403ff4,G-WARX,P28A
43c275,ZJ224,H64
7101fd,HZ-NMA,B733
43c273,ZJ222,H64
a285cc,N2615S,CL60
a7d4be,N6030B,SR22
43c24f,ZJ186,H64
869232,JA788A,B77W
4a9142,SE-DJB,F900
aa2242,N752JC,FA50
a50fd4,N425ST,C550
45ac41,OY-KBA,A343
38475a,F-WWZX,FA7X
484199,PH-DMR,DH8C
40620e,G-CGGU,CL60
a37dec,N324HS,C510
4bb0b2,TC-LER,A310
e4857c,PT-FQB,E50P
4490c7,OO-DFG,F2TH
4a81b7,SE-RBK,C550
45ca83,OY-RTC,AT72
ab28b5,N818SS,GLF4
43e858,M-JNJL,GLEX
45dcb4,OY-WET,C680
3c48c8,D-ABFH,A320
4ca8a7,EI-UNC,B763
400f1f,G-YBAA,C172
44052d,OE-FHK,C510
ad81db,N97FT,GLF4
4ca53b,EI-DUS,B733
3413c8,EC-HGT,A319
3430da,EC-KOX,A320
a56198,N446HB,HA4T
400cac,G-NOSE,C402
ad92a4,N974BK,F900
adbe40,N985FM,CL30
a21fe6,N236MJ,GLF4
7501f3,9M-TAN,GL5T
a69c1a,N525GC,C525
e485ae,PT-MVS,A332
44006b,OE-HTG,J328
aba7bf,N850EC,H25B
49d192,OK-CCA,B733
a414e8,N362NB,A319
498424,2408,AN26
40124b,G-CJMD,E135
395c06,F-GXAG,A319
0640b9,5N-BLW,LJ45
3cecf2,D-CRAO,BE30
39ac0a,F-HLAK,A139
43e7f7,M-APWC,LJ60
43e7cd,M-ASRI,GLEX
a3c19c,N341GA,
a8170d,N620JH,GLF4
43e862,M-HOTB,GLF5
300440,I-FFRR,FA7X
4b18cc,HB-JKE,GALX
4402c1,OE-KVK,DA40
abe2b2,N865PC,FA50
896061,A6-KAH,E190
4b189b,HB-JIH,GL5T
3cfaf0,D-CWII,C650
484cda,PH-GGW,B738
4249a9,VQ-BMT,GLF4
406320,G-EZGB,A319
300381,I-CMAD,C56X
06a05a,A7-AAH,A343
10116,SU-BQB,A320
478471,LN-LTA,BE20
44a207,OO-HPG,E50P
40132e,G-CPRI,LJ45
43c3a4,ZH106,E3CF
402fbc,G-OPJD,P28T
710387,HZ-129,C130
a95a3c,N701WC,FA50
89622c,A6-FLO,E135
a63a8c,N500GF,GLF3
e482a0,PT-MVR,A332
a0eccc,N159NB,GLF2
ac5bd1,N896CA,TBM8
3c60cb,D-AHFK,B738
aaf323,N8040T,B06
484c53,PH-EZO,E190
508156,UR-DWF,AN12
ae0443,00-9001,B752
a5739a,N450RG,GLF4
c04852,C-GBKB,CL60
3c4867,D-ABCG,A321
a3ffbb,N357KM,GLF3
3c5468,D-AECH,E190
3cd7c9,D-CJAF,LJ60
c01ed0,C-FLRJ,LJ45
adfec1,96-0111,C560
401aef,G-BBMT,DHC1
43e863,M-VANG,GLEX
3c7264,D-ALSD,A321
c07735,C-GTDS,BE30
4404d4,OE-LGN,DH8D
ae0151,57-1493,K35R
406280,G-CGLR,CRUZ
ada5c4,N979HA,DH8A
e4014c,PT-SDD,E190
424165,VP-CML,B722
00a14a,ZS-MPD,E55P
a831b5,N627R,C750
ab772b,N838MF,GLF5
acbccc,N92LA,GLF5
4a9122,SE-DIB,MD87
424975,VQ-BHE,B744
a29825,N26634,PA24
ab0c60,N81047,
3c496d,D-ABKM,B738
478751,LN-HST,C750
484b56,PH-FSB,TBM8
3e450e,D-IRIS,BE9L
71bf75,HL7775,B772
04401d,9G-PEL,DC86
a66179,N510AK,GLF4
a0fd39,N163EB,F2TH
3944c0,F-GRGA,E145
a2a801,N270RP,B744
4b0ef9,HB-FRL,PC12
448c83,OO-CDC,DA40
4039000000,G-GAII,HUNT
400b49,G-FLOW,C172
424120,VP-BAO,CRJ1
40621c,G-STBB,B77W
abbe23,N856FD,B77L
4b8683,TC-ATC,F2TH
c08304,C-GXPZ,CL60
405540,G-RSHI,PA34
a9838c,N712AS,GLF3
484129,P4-KMK,CL60
a114c7,N169TA,CL60
e4828f,PT-MVQ,A332
400cb2,G-TWIN,PA44
a4935e,N394TR,GLF4
800485,VT-HDL,F2TH
440502,OE-DDC,DA40
a23a74,N2425,C680
aa68ad,N77WL,GLF4
3944ca,F-GRGK,E145
4615f8,OH-III,LJ60
4b0ef8,HB-FRK,PC12
400d63,G-BTZN,
43e85c,M-GRAN,GL5T
30048f,I-TOPX,BE40
43c244,ZJ175,H64
406412,G-PEPE,C56X
3c49e5,D-ABOE,B753
0d059d,XA-EAJ,GLF5
39890,F-HCPB,C525
a67523,N515MP,EA50
ad27c0,N947GA,GLF5
506c1e,S5-ADF,CL60
508210,UR-DNN,E145
43c0ac,ZA149,VC10
3936aa,F-GNVK,F900
341546,EC-HVQ,C525
06a0a3,A7-MED,A319
aadfe8,N80E,H25B
3c7283,D-ALTC,A320
a9b2df,N724EU,B350
4404fd,OE-GYB,H25B
508019,UR-CCB,FA20
a05f66,N123FT,GLF5
47871a,LN-NOX,B738
4061f7,G-CGGM,
a8cefa,N667HS,GLF4
a3f1e9,N353WC,C750
e02643,LV-BYC,GLF4
a97286,N708CP,SR22
ae03ef,165351,C130
e485ad,PT-MVT,A332
4603cb,OH-BLJ,B712
484cc3,PH-EZS,E190
8961f3,A6-FLL,E135
a63b03,N500M,CL60
899050,B-16462,B744
3c4984,D-ABLD,B737
406321,G-EZGC,A319
ac1057,N877A,GLF4
ae08c0,73-1214,BE20
3944c9,F-GRGJ,E145
c02415,C-FNRG,C750
aa0e37,N747TC,
4063f0,G-CGPT,F900
4.05e+93,G-MEDX,A109
71bc17,HL7417,B744
477ff2,2,C17
a94c2f,N699AK,HA4T
4603ce,OH-BLM,B712
e486c2,PT-MYI,A320
aa3faf,N76FC,H25B
a8e526,N672WM,F900
600007,EK-32011,A319
484684,PH-TJA,TBM8
a07528,N129AG,TBM7
49d0c6,OK-SLN,E135
3944c8,F-GRGI,E145
06a079,A7-BAL,B77W
406370,G-CGNE,R44
480c03,G-273,C130
a3b4a6,N338MM,GLF4
a4b971,N403TB,GLF4
40580b,G-CJTO,
4ba9c8,TC-JNH,A332
a12810,N174AG,A321
4b0efc,HB-FRO,PC12
45b14a,OY-LJJ,LJ45
71c212,HL8212,A332
4ba88f,TC-JDO,A332
3e4679,D-IRWR,C525
502c22,YL-RAE,AN26
4cc3de,TF-NAD,B744
ac9168,N909JE,GLF2
e47f0c,PR-XDY,C750
a1be0e,N211JN,H25A
4b0efa,HB-FRM,PC12
a062eb,N124DT,GLF3
4b185e,HB-JFY,GLEX
406322,G-EZGD,A319
acc9d0,N923FD,B752
3c4587,D-AALG,B77L
3c674a,D-AIZJ,A320
a8dab9,N67PW,FA50
a01b35,N106CE,GLF4
4b842b,TC-AAK,B738
4ca88c,EI-ENA,B738
3ced64,D-CREY,C650
a04476,N116WE,LJ45
a70108,N550SN,GLF5
acc27e,N921GG,P46T
a6cc41,N537US,B752
58005,7Q-ONE,F900
392c89,F-GLEJ,M20P
3984a6,F-HBFG,C182
478535,LN-DYE,B738
3d25c4,D-EMOA,M20P
a7db57,N605RP,CL60
18061,5A-LAH,A320
150691,RA-67217,CL30
8960ee,A6-EDM,A388
a7f6c5,N612GC,DC10
add0f7,N99GY,GLF4
acb537,N918JM,F900
43e86c,M-XHEC,EC55
a4adc9,N400MW,M20T
ace963,N931AC,M20T
44041a,OE-IPA,GLEX
a7d64e,N604CA,CL60
a4bc33,N404HG,CL60
4ca88e,EI-ENB,B738
0d8035,YV-455CP,FA50
ab1d80,N815SA,B742
a7f352,N611JW,F900
400064,VP-CAR,C650
a9765d,N709DW,GLF5
4ca88f,EI-ENC,B738
43e82b,M-MACH,E50P
392aae,F-GKVO,TRIN
45eaef,OY-ZWO,F2TH
47180c,HA-FAJ,B190
ada548,N979CB,GLF4
aa44cf,N76064,B764
44b433,OO-MAS,E50P
ac25c4,N882FD,B77L
396429,F-GZBJ,F2TH
484567,PH-LSV,FA50
3c48e9,D-ABGI,A319
406417,G-WEBI,H500
748033,OD-DTW,BE40
748013,OD-MAS,H25B
a13349,N177BB,GLF4
3c9570,D-BEKP,CL30
a686e3,N52DC,F2TH
40638a,G-PBWR,A109
4baa16,TC-JPV,A320
3f9926,50+38,C160
4015f1,G-ASSW,P28A
06a07e,A7-BBH,B77L
40636f,G-CGND,R44
80011f,VT-SAQ,CRJ2
800120,VT-SAR,CRJ2
780a04,B-LRH,GL5T
4b25c4,HB-OHW,P28R
43e86b,M-ALMA,FA7X
30048e,I-GIOA,F100
3c4e0a,D-ACPJ,CRJ7
c059f1,C-GIBO,CRJ9
33ffba,MM62211,P180
01000f,SU-GAY,A306
4baa19,TC-JPY,A320
a8e822,N673P,GLF5
43e86d,M-OUSE,C510
3c6dd5,D-AKNU,A319
a359a6,N315CR,AT43
3c5465,D-AECE,E190
a3d4e0,N346PC,F2TH
a6cb48,N537JT,A320
800121,VT-SAS,CRJ2
a5dcac,N477SA,GLF4
484d10,PH-OYI,B763
4010ef,G-OPVM,RV9
403182,G-BSII,PA34
4062d8,G-TVHB,EC35
e47eec,PR-BBS,B737
a900e9,N68AL,GLF4
43c4d2,ZA711,H47
ae030a,74-1666,C130
400abb,G-IDAB,C550
ac4013,N889JG,TBM8
aab81b,N790AX,B762
89505f,V8-BLF,B772
4bd283,TC-TTC,GLF5
e48439,PR-WRO,GLF5
c0477e,C-GBBX,F900
ae1526,167110,C30J
a18d8e,N2CL,P28T
ae03e6,165158,C130
458d2e,OY-CIN,AT72
40016c,VP-BEL,B737
aa2219,N752GM,C750
20042,CN-RNS,B763
3e36fa,D-IMAC,C525
a19c77,N20249,P28T
a8b028,N659WL,GLF2
3e350b,D-ILHB,C525
43c324,ZH858,EH10
4b0f04,HB-FRW,PC12
a2a4ab,N27FL,H25B
4b0073,HB-AEL,B190
484b92,PH-BGL,B737
aae2a5,N800J,GLF4
4ba9c9,TC-JNI,A333
44016c,OE-GFA,LJ60
a217e2,N234FJ,F2TH
461f0c,OH-LTS,A333
40642a,G-CGPP,B738
40015b,VP-BHN,B738
0d00a1,XA-VTO,F900
3ce6cc,D-COSA,D328
a4d8d7,N411LF,B763
7386c6,4X-WBJ,G250
adfeb4,73-1677,B742
adfdb3,87-0139,GLF3
e400a0,FAB2474,C130
ae037a,63-7993,K35R
3c6444,D-AIBD,A319
01013c,SU-GDN,B77W
4061ee,G-CGGJ,H269
e47fcf,PT-MVE,A332
3f995a,50+90,C160
a922aa,N688TT,GLF4
4bae4d,TC-KRM,GL5T
aab841,N790CK,B742
acd478,N926AD,P46T
a7c93a,N600WG,FA50
4401b2,OE-IID,F100
a39ecf,N332SB,C25B
3001d9,I-SDFC,CL30
e4865a,PT-TKN,E135
a00643,N100RZ,SR22
34258b,EC-KFT,A319
495191,CS-TLQ,B763
45cdd5,OY-SNU,SR22
aba89e,N850PA,TBM8
06a080,A7-BFB,B77L
4ca891,EI-ENE,B738
ab2737,N818BK,GLF4
8005a3,VT-JBS,B738
a179ec,N1944A,
43e865,M-TFKR,GLF5
3b77c4,137,CN35
601858,EZ-A004,B738
51103b,ES-PVC,LJ60
ad776f,N967PC,GALX
ac3c1a,N888FR,GLF4
152c98,RA-76952,IL76
a689f8,N520LR,H25C
489a65,SP-EDE,AT45
39842c,F-HBBM,FA50
ae127c,73-1583,C130
8962c8,A6-DFR,B737
a7d625,N604AK,CL60
39100000000,F-GHQI,A320
a7fdd8,N614CM,GLF5
a39e5c,N332MM,GLF5
aba6da,N85V,GLF5
44c0e7,OO-PGG,C56X
43e871,M-ARIE,PC12
a7fe0c,N614EP,C56X
e47de7,PT-MVC,A332
a771a8,N579UP,B744
4.59e+63,OY-GSA,PC12
3ccab6,D-CEBM,C560
a7ccd9,N601VH,CL60
a21c70,N235PZ,GLF4
403a2b,G-BVYX,ULAC
40410,G-IRKB,P28R
3e189a,D-IANA,BE20
44d102,OO-THB,B744
403169,G-BSGD,P28A
42498b,VQ-BHL,A320
04c047,5Y-MNG,C550
ae0968,80-1094,U2
ac74a2,N901TX,F900
461f0d,OH-LTT,A333
4c8031,5B-CKO,F2TH
a4aede,N400YY,E400
42410d,VP-BJE,CL60
401261,G-CMCC,R44
4063f6,G-IIIK,E300
a6f6a4,N548LF,CL60
a7d26f,N603AL,DC87
a83dcc,N630AR,CL60
4d0250,LX-STA,A320
a97085,N707WB,F900
400bd3,G-BUJP,P28A
a5f578,N483TS,DA42
424983,VQ-BMC,GLF5
4ac94d,SE-RJM,A320
e47de6,PT-MVB,A332
a09e5b,N139TT,
a0f92e,N162AT,L101
a7b071,N595EU,BE40
3c001e,D-APBD,B738
43c10b,XV202,C130
4063b3,G-GCDD,SR20
4063c6,G-GAEB,
4063c5,G-GAEA,
4060000000,G-CGKX,G115
4051f9,G-GDEF,DR40
461e1c,OH-LKM,E190
40220b,G-JFWI,C172
a148fb,N182K,C182
458d73,OY-CKS,BN2P
402171,G-CLUX,C172
400b06,G-GOTH,P28A
400ffd,G-BHIB,C182
4063fa,G-TIFG,C42
4063bd,G-CGSO,ULAC
403fb2,G-BXVO,RV6
3d2764,D-ENEA,C182
400f68,G-MOOR,TOBA
401330,G-BAHJ,PA24
404dc8,G-EDLY,
40400a,G-EKOS,C182
404933,G-CTDH,FDCT
404ff7,G-CEAK,C42
4012b5,G-LUBY,JAB4
405f6e,G-LEGY,FDCT
a2573d,N25XL,C310
401d3e,G-BFTC,P28R
40004c,VP-CDF,GLEX
40508b,G-FIXX,RV7
405a3b,G-DADA,GYRO
402614,G-IBED,R22
402eeb,G-BRBW,P28A
46100000000000000,OH-LKE,E190
ae080e,99-0168,C17
400cb9,G-LGNI,SF34
add2b7,N990AV,DH8A
400721,G-LGNE,SF34
760926,AP-BIF,A319
ac37dd,N887AG,GLF5
402213,G-GFIF,C152
4060d6,G-CGKG,G115
40587a,G-UFCI,C172
43c554,ZK017,HAWK
3d1fdc,D-EKHW,P28A
405bff,G-SCZR,CRUZ
4031a2,G-BSKW,P28A
4018f4,G-AYSX,C177
43c3be,ZD403,HAR
40485e,G-CBXC,C42
738a65,496,TEX2
738a66,497,TEX2
43c556,ZK019,HAWK
3f992d,50+45,C160
738a64,495,TEX2
43c2e1,ZG969,PC9
4011a6,G-OECM,AC11
89606f,A6-EAL,A332
404f2a,G-VIVS,P28A
43c155,ZA542,TOR
402900,G-OKEN,P28R
43c3f2,ZG862,HAR
43c567,ZK036,HAWK
406178,G-JONL,CRUZ
405abb,G-CFDJ,
400bf9,G-STHA,PA31
43c465,XX346,HAWK
ac347c,N886DT,GLF5
43c42b,XX255,HAWK
738c03,4X-ICO,B742
484390,PH-FIS,C525
43c5bc,ZJ647,AJET
ae11df,77-0351,E3TF
aac8f7,N794XJ,C750
406415,G-PACO,S76
43c3a5,ZH107,E3CF
a04bf1,N118WT,GLEX
49d00b,OK-SWU,B735
a31b22,N3FE,CL60
ae12ae,88-0195,C130
7608f0,AP-BGP,A310
40635d,G-GMCM,AS50
43c3ca,ZD436,HAR
4006c9,G-BXPM,BE58
43c280,ZK458,BE20
c01d7e,C-FLEJ,B734
4025b8,G-JPEG,BN2P
43c600,ZJ235,B412
43c39f,ZH101,E3CF
a023af,N108NY,GLF5
4010c7,G-LADZ,EN48
3e1dd2,D-ICMK,BE9L
7c6cb8,VH-VRE,CL60
a82e5b,N626UT,GLF5
440300,OE-HAS,GALX
4950ce,CS-TFN,F900
750239,9M-AQB,A320
4ca291,EI-DNP,A320
8a025d,PK-AXM,A320
385f09,F-BXYJ,RALL
4ca866,EI-ELU,B734
43e876,M-SNAP,C56X
3c7070,D-ALCP,MD11
4063de,G-EUYJ,A320
a3e00a,N349PH,DH8B
a8d3c4,N668US,B744
a6c88a,N536US,B752
471d8a,HA-LEW,B732
a5375a,N435T,F900
4b38e6,HB-VOG,C525
43c24a,ZJ181,H64
510051,EW-294PA,B735
406334,G-URRU,CL60
48b48e,SP-NEO,BE9L
516098,4O-AOC,E190
405b0d,G-GERS,R44
3e1f3e,D-IDAK,BE9L
49d2c4,OK-TVD,B738
3944c1,F-GRGB,E145
400b89,G-ASYJ,BE95
4603c8,OH-BLG,B712
4010ac,G-EMID,EC35
ae023c,63-8888,K35R
504de2,ER-ECB,E190
06a0d7,A7-CED,GL5T
adc8ec,N988AR,MD11
a8f646,N677FR,GLF4
478732,LN-DYH,B738
42413e,VP-CAO,CL30
a3494a,N31008,P32R
48ad0d,SP-LIN,E170
a4aa5b,N40AU,M20T
a84c8f,N63392,C206
a1db07,N219AX,GALX
a635e8,N5GV,GLF5
a2fd2b,N292CS,C680
780610,B-5266,B737
18062,5A-LAI,A320
43c5fa,ZH903,H47
601859,EZ-A005,B738
e47de5,PT-MVA,A332
896273,A6-SKA,H25B
a1713e,N192SW,G150
a7d645,N604BS,CL60
484cc6,PH-AOM,A332
3c1645,D-AXLG,B738
3ceceb,D-CRAH,C25B
aa650d,N769XJ,C750
44d9a9,OO-VMI,F900
505d27,OM-OIG,H25B
401c56,G-TECH,AC11
4a0662,YR-ASB,A318
a51a6a,N428M,GLF4
aca794,N914X,CL60
ae220c,Aug-05,C30J
abe6d6,N866TM,CL30
ae0158,58-0112,K35R
ac3d94,N888WU,CRJ2
43c1cb,ZD749,TOR
478731,LN-DYI,B738
43c281,ZK459,BE20
a08639,N1329G,C525
398243,F-HASD,SR22
4ca894,EI-ENH,B738
4240ee,VP-BYN,B735
4ca86c,EI-ELY,B734
470d42,HA-FAO,SW4
710259,1630,C130
ac06aa,N874RA,GLF3
ae2fb0,Aug-04,C17
4ca892,EI-ENF,B738
a5c192,N470EV,B742
abac50,N851NW,A332
4ca8d1,EI-IKU,A320
43e872,M-FBVZ,CL60
3984af,F-HBFP,H25B
4ca893,EI-ENG,B738
0200da,CN-NMD,A320
4063c2,G-CGJR,E135
4b1a62,HB-JZU,A319
343519,EC-LHC,EA50
4be421,TC-YAA,GLEX
a1eca4,N223FA,H25B
ae04ff,59-1463,K35R
ae0628,58-0122,K35R
4ca8d0,EI-IKB,A320
71021b,HZ-AWA3,B744
503c60,LY-FLC,B733
3b7777,739,K35R
4241bb,VP-CAL,B77L
3c5db2,D-AGMR,B734
43e875,M-CEXL,C56X
a9566b,N700VB,TBM7
43c5f9,ZH902,H47
3004a3,I-GIOI,F100
a69caf,N525NB,C25C
aaacc7,N787ZA,B788
a9bb62,N726RW,GLF4
4b84eb,TC-AGK,A30B
aa198d,N75VB,GLF4
4b1865,HB-JGF,F2TH
43e864,M-SRNE,EC45
4bb662,TC-MSB,BE40
43e853,M-OLLE,H25B
43e873,M-ATOS,F900
4ca885,EI-UNU,B772
300473,I-JAMI,FA7X
4e+54,G-EUNI,BE20
43c1c0,ZD949,L101
43c2c8,XZ698,LYNX
aba788,N850BY,TBM8
43c6b7,ZK460,BE20
a7259d,N56LT,FA50
a1ecbd,N223GA,GLF5
e47eb4,PR-JAQ,C750
43c071,ZJ122,EH10
aca2ed,N913MK,GLF4
a00055,N1DH,CL60
a4efa2,N417RK,PA46
43e859,M-SPOR,BE20
4060ac,G-CGEC,FDCT
4ba945,TC-JJE,B773
40101b,G-HBBH,C42
4780a9,LN-RPE,B736
424126,VP-BJI,GLEX
710042,HZ-AKP,B772
a283fa,N261PA,H25C
ad386e,N951AR,MD11
4ca8e0,EI-IXF,A321
a9a76d,N721BS,GLF4
a7cdee,N6014V,BE9L
406289,G-ISCD,CRUZ
44d104,OO-THD,B744
401da6,G-MOOS,PPRO
401006,G-BNNX,P28R
00b1f5,ZS-SXG,A343
4ba87a,TC-JCZ,A310
4b0f5f,HB-FVJ,PC12
478120,41,FA20
10148,SU-BRG,C680
ae0167,86-0202,GLF3
700004,YA-TTB,A343
a639a7,N50XC,GL5T
ae0657,58-0126,K35R
4ca8de,EI-IMF,A319
0c602b,9Y-TJS,B738
a066a4,N125DV,P46T
43c3d2,ZD468,HAR
4b0f02,HB-FRU,PC12
4a5122,YR-TIB,B733
ac297b,N883FD,B77L
4000bd,VP-BBR,B752
7c4824,VH-OJA,B744
4046de,G-CBLY,G109
c05cb9,C-GJCY,LJ45
3c4970,D-ABKP,B738
406270,G-ROKO,NG4
4017a5,G-AWLI,PA22
4ca8af,EI-EGD,B738
3846ba,F-WWZS,FA7X
4ba990,TC-JLP,A319
4ca8e2,EI-IXU,A321
10137,SU-BRF,C680
a2992c,N267BW,F2TH
a113a3,N169FJ,F900
04c0b6,5Y-BVD,AT43
a46368,N382HA,A332
04003a,ET-AOA,B738
394ca1,F-GTFB,C510
48a685,SP-KWF,JS32
8960ef,A6-EDN,A388
484121,P4-AVJ,CL60
4062a3,G-OOBP,B752
60002f,EK-12104,AN12
4ca8e1,EI-IXO,A321
440550,OE-INK,CL60
a9818c,N711UF,GLF3
ae03ec,165348,C130
50500000,OM-OPE,C25A
3e1f3a,D-IDAG,C525
89629d,A6-AFC,A333
ac3f20,N8889,LJ60
4ca8ed,EI-IMD,A319
5081df,UR-UTB,AT43
4010c2,G-DKEY,P28A
3c1642,D-AXLD,B738
7c4825,VH-OJB,B744
15409d,RA-82077,A124
ab27f8,N818KC,CL30
a627b9,N496PT,FA50
ab87de,N842GA,
a30d42,N296RG,F2TH
4063c3,G-LCYN,E190
4d02a8,LX-JFT,TBM8
a7d85a,N604Z,CL60
a01eec,N107CE,H25B
ae12cc,66-0223,C130
aa17e5,N75CC,GLF4
ae12ca,66-0216,C130
4ba98e,TC-JLN,A319
a031d1,N111VM,GLF5
a926a6,N689WM,GLEX
300490,I-GEFD,F2TH
aca5be,N914CE,H25B
aa77f9,N774AX,B762
4d0245,LX-GSP,C680
4ca8ec,EI-IMC,A319
505ec1,OM-TVA,B738
a16ad7,N1902P,GLF4
40642f,G-KTIA,H25B
8a025f,PK-AXO,A320
405178,G-SKPP,EC20
728200,YI-512,TEX2
aab5eb,N79CN,P180
728202,YI-514,TEX2
728203,YI-515,TEX2
abab90,N851FD,B77L
a00582,N100JF,GLF4
4ca8ee,EI-IXI,A321
4ca8dc,EI-IKL,A320
ae04f1,84-0161,BE20
a2c442,N278AP,PRM1
a276d4,N258SP,TBM8
acc7f7,N9220G,PA46
a6716a,N514MM,ASTR
a4bd36,N404TR,F900
3423d0,EC-JPV,LJ60
728201,YI-513,TEX2
4c49e1,YU-SPB,C56X
42498a,VQ-BHK,A321
04003b,ET-AOB,B738
44005f,OE-ICF,F900
3b772f,89,E121
30000,TR-KSP,GLF4
3939ec,F-GOPM,FA20
aac36e,N793CT,CL60
47180e,HA-FAM,B190
4ca8f1,EI-IXB,A321
43c075,ZJ126,EH10
c078b6,C-GTSN,A332
ae052c,69-0006,C5
a10d6c,N167TV,GLF4
a0cac6,N150GA,G150
aba8e1,N850RT,TBM8
a48717,N391GA,G150
440484,OE-FKK,PRM1
43e85d,M-AKAR,S76
40621d,G-STBC,B77W
300257,I-ATRO,AT72
80012d,VT-DHA,GLEX
4ca8ef,EI-IMG,A319
3425d2,EC-KDJ,B733
3846fa,F-WWZU,FA7X
c078ba,C-GTSR,A332
aabbf8,N791CK,B742
43e860,M-KPCO,E135
c0059b,C-FCDE,CL60
43e851,M-BEST,C750
adba10,N984AR,MD11
34250b,EC-KBJ,A319
49d083,OK-TOP,P46T
800400,VT-HJA,HA4T
5.05e+75,OM-USS,H25B
4d0227,LX-MES,FA7X
a956e9,N7000C,CL30
a38a05,N327TL,GLF4
a31bb3,N3M,GLF5
710322,HZ-HM1B,B74S
44a847,OO-JBG,B738
4ca8f4,EI-IMB,A319
502c3f,YL-LCA,A320
4840ce,PH-KBX,F70
43c251,ZJ188,H64
506c87,S5-BAZ,C56X
8962d4,A6-SMS,FA7X
42498d,VQ-BHN,A320
4062bf,G-DAVM,CP10
4ba9a6,TC-JMF,A321
40460c,G-DOIT,AS50
49d177,OK-AJA,C510
a258a8,N250MY,B762
406439,G-SUGA,E135
4ca8f3,EI-IXD,A321
a25f3f,N252DH,CL60
a669e9,N512LT,GLF4
acb6d1,N9180X,PA46
3c496f,D-ABKO,B738
43c283,XW199,PUMA
406345,G-CGNY,C340
440148,OE-GGL,LJ60
4021cd,G-FRAG,PA32
405226,G-FCBI,H269
3.91e+57,F-GHSV,BE20
4ca8f9,EI-IXG,A321
3d33e2,D-ERXA,IMPX
43e861,M-ANGO,CL60
7335d8,EP-MNX,A310
1000,SU-LBH,A320
43e85f,M-YWAY,GLF4
49128b,CS-DTK,CL60
0d05e2,XA-SOB,A320
4b91b2,TC-DMR,H25B
43e83e,M-SCMG,FA7X
4ca8f6,EI-IMI,A319
406478,G-OTAG,CL60
405f18,G-RBNB,E190
3984aa,F-HBFK,C550
448649,OO-ARI,EC30
43e880,M-ERIL,PC12
a6caa1,N537CA,SR22
3c6445,D-AIBE,A319
abb6b5,N854FD,B77L
3c48ea,D-ABGJ,A319
0a0002,7T-VJH,B763
abaf47,N852FD,B77L
4ca8f0,EI-IMO,A319
acd0f2,N925CC,SR22
a79da4,N590CL,F900
a7d7bd,N604ST,CL60
adfd6f,900530,SW4
3c6ea5,D-AKUE,CL60
ac96ee,N910CS,F2TH
a70365,N551CS,GLF5
710333,HZ-HM1,B744
01806a,5A-LAJ,A320
342106,EC-JEI,A319
40648f,G-CGSB,C25A
7c482c,VH-OJI,B744
4ca8f7,EI-IMJ,A319
a1405f,N18WZ,GLEX
4b0f08,HB-FSA,PC12
3c4983,D-ABLC,B737
a6381a,N50FF,FA50
800140,VT-TBT,F2TH
600079,EK-74798,B742
440000,OE-GBA,C550
4ba9cb,TC-JNK,A333
5081ca,UR-WRF,E190
71021a,HZ-AWA1,B744
40637e,G-RBNS,E135
4ba9ca,TC-JNJ,A333
4ca8f5,EI-IMH,A319
440254,OE-GPN,C56X
44054e,OE-IZM,GLF5
5081a1,UR-DNG,E145
3b77dc,202,E3CF
503c87,LY-ARI,AT43
43e85b,M-DEJB,FA20
4ca8df,EI-IMF,A319
440474,OE-HEO,CL30
3c4588,D-AALH,B77L
aa8319,N777AS,B772
4241c0,VP-CSH,GLF4
503c8b,LY-RUM,AT43
33ffd3,MM62205,P180
4ca8f8,EI-IML,A319
43e86f,M-AAAD,CL60
44026d,OE-FMH,C340
343147,EC-KOM,A332
a63893,N50LB,F900
43e879,M-DADI,F900
a2a261,N269WA,MD11
3.94e+40,F-GTRY,C525
aba7ca,N850EP,FA50
